UMPD Case Number,Address
2024-00072646,"Pyon Chen, Pyon-Chen Hall at 8097 La Plata Dr"
2024-00073027,"Edward St. John Learning and Teaching Center, ESJ at 4131 Campus Dr"
2024-00073176,"Elkton, Elkton Hall at 3981 Denton Service Ln"
2024-00073226,Hagerstown Hall at 8075 Hagerstown Dr
2024-00073354,4200 block of Valley Dr
2024-00073782,"Hornbake Mall, Hornbake Plaza"
2024-00073835,8800 block of 36th Ave
2024-00073877,4200 block of Valley Dr
2024-00074047,"Easton, Easton Hall at 3917 Denton Service Ln"
2024-00074059,274 at 4320 Rowalt Dr
2024-00074058,"Commons 4, SCC 4, South Campus Commons 4 at 4310 Knox Rd"
2024-00074453,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200 Valley Dr"
2024-00074512,Health Center at 3983 Campus Dr
2024-00074596,"Benjamin, Benjamin Building at 3942 Campus Dr"
2024-00074666,"36, Plant Sciences Building at 4291 Fieldhouse Dr"
2024-00074876,"Church of Jesus Christ of Latter-day Saints, Latter Day Saints, LDS Church at 7601 Mowatt Ln"
2024-00074929,Knox Rd
2024-00074930,4500 block of College Ave
2024-00075206,"9, Chapel, Memorial Chapel at 7744 Regents Dr"
2024-00075237,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr"
2024-00075284,"61, Queen Anne, Queen Anne's Hall at 7645 Preinkert Dr"
2024-00075648,University Blvd
2024-00075661,"Commons 5, SCC 5, South Campus Commons 5 at 6903 Preinkert Dr"
2024-00076113,Lot Z
2024-00076167,"Easton, Easton Hall at 3917 Denton Service Ln"
2024-00076179,4600 block of Calvert Rd
2024-00076387,Stanley R. Zupnick Hall at 8184 Paint Branch Dr
2024-00076615,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave"
2024-00076654,"68, Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr"
2024-00076689,"76, Symons Hall at 7998 Regents Dr"
2024-00077317,"Edward St. John Learning and Teaching Center, ESJ at 4131 Campus Dr"
2024-00077453,4200 block of Chapel Ln
2024-00077462,"68, Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr"
2024-00077515,"Animal Science Service Building, Campus Farm at 8156 Regents Dr"
2024-00077550,Hagerstown Hall at 8075 Hagerstown Dr
2024-00077806,7700 block of Alumni Dr
2024-00077890,Campus Dr
2024-00077930,"84, Kirwan Hall, Mathematics Building, William E. Kirwan Hall at 4176 Campus Dr"
2024-00077936,7500 block of Girard Ave
2024-00077979,"Easton, Easton Hall at 3917 Denton Service Ln"
2024-00077987,"78, Armory, Reckord Armory at 4490 Rossborough Ln"
2024-00077992,Kim Engineering Building at 8228 Paint Branch Dr
2024-00078047,Cumberland Hall at 4250 Farm Dr
2024-00078105,4100 block of Campus Dr
2024-00078211,"Edward St. John Learning and Teaching Center, ESJ at 4131 Campus Dr"
2024-00078212,Baltimore Ave
2024-00078251,3900 block of Campus Dr
2024-00078445,"98, Centreville, Centreville Hall at 4243 Valley Dr"
2024-00078592,4200 block of Valley Dr
2024-00078739,Baltimore Ave
2024-00078756,Baltimore Ave
2024-00078761,"35, McKeldin Library at 7649 Library Ln"
2024-00078762,"Club House, Golf Course Club House at 3800 Golf Course Rd"
2024-00079069,"Easton, Easton Hall at 3917 Denton Service Ln"
2024-00079080,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056 Regents Dr"
2024-00079099,4200 block of Knox Rd
2024-00079148,"78, Armory, Reckord Armory at 4490 Rossborough Ln"
2024-00079167,North Gate at 4306 Campus Dr
2024-00079175,"76, Symons Hall at 7998 Regents Dr"
2024-00079280,3800 block of Stadium Dr
2024-00079329,"88, Martin Hall at 4298 Campus Dr"
2024-00079408,Hagerstown Hall at 8075 Hagerstown Dr
2024-00079413,8100 block of La Plata Dr
2024-00079482,"Easton, Easton Hall at 3917 Denton Service Ln"
2024-00079551,College Ave
2024-00079557,Baltimore Ave
2024-00079689,"Lot HH, PG1, ULG, Union Lane Garage, Union Lane Parking Garage at 4170 Union Ln"
2024-00079702,7500 block of Baltimore Ave
2024-00079749,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr"
2024-00079821,"Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln"
2024-00079971,8100 block of Fieldhouse Dr
2024-00079989,College Ave
2024-00080028,"Elkton, Elkton Hall at 3981 Denton Service Ln"
2024-00080212,8000 block of La Plata Dr
2024-00080264,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr"
2024-00080291,4700 block of Berwyn Rd
2024-00080293,"9, Chapel, Memorial Chapel at 7744 Regents Dr"
2024-00080296,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr"
2024-00080375,"Terrapin Row #1, Terrapin Row 1, TR1 at 4207 Knox Rd"
2024-00080688,University Blvd
2024-00080709,"Nyumburu, Nyumburu Cultural Center at 4018 Campus Dr"
2024-00080834,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr"
2024-00080990,"40, Morrill Hall at 7313 Preinkert Dr"
2024-00081015,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave"
2024-00081027,"64, Dorchester, Dorchester Hall at 3947 Campus Dr"
2024-00081097,"84, Kirwan Hall, Mathematics Building, William E. Kirwan Hall at 4176 Campus Dr"
2024-00081112,Yahentamitsi at 4136 Stadium Dr
2024-00081195,Edgewood Rd
2024-00081495,Manokin Building at 5801 University Research Ct
2024-00081558,"Ellicott, Ellicott Hall at 4052 Stadium Dr"
2024-00081657,Yahentamitsi at 4136 Stadium Dr
2024-00081791,"68, Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr"
2024-00081804,"Recreation Artificial Turf Field, Turf Field, Turf Fields"
2024-00081830,"Ellicott, Ellicott Hall at 4052 Stadium Dr"
2024-00082181,7500 block of Regents Dr
2024-00082186,"68, Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr"
2024-00082213,4200 block of Chapel Ln
2024-00082217,7600 block of Preinkert Dr
2024-00082223,4200 block of Chapel Ln
2024-00082254,"82, John S. Toll Physics Building, Physics, Physics Building at 4150 Campus Dr"
2024-00082257,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr"
2024-00082351,"Edward St. John Learning and Teaching Center, ESJ at 4131 Campus Dr"
2024-00082502,"7-11 Guilford, 7-Eleven Guilford at 7201 Baltimore Ave"
2024-00082689,"Football Team House, Gossett, Gossett Hall at 4068 Fieldhouse Dr"
2024-00082808,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr"
2024-00082892,"35, McKeldin Library at 7649 Library Ln"
2024-00083086,Baltimore Ave
2024-00083255,Baltimore Ave
2024-00083431,"98, Centreville, Centreville Hall at 4243 Valley Dr"
2024-00083440,"PG3, SDG, Stadium Drive Parking Garage at 4025 Stadium Dr"
2024-00083476,"Oakland, Oakland Hall at 3912 Denton Service Ln"
2024-00083541,4281 Chaple Dr
2024-00083542,"23, Washington, Washington Hall at 4298 Lehigh Rd"
2024-00083741,Metzerott Rd
2024-00083752,"Oakland, Oakland Hall at 3912 Denton Service Ln"
2024-00083804,Bank of America at 7370 Baltimore Ave
2024-00083861,"Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln"
2024-00083874,College Ave
2024-00084216,"Oakland, Oakland Hall at 3912 Denton Service Ln"
2024-00084214,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr"
2024-00084223,"68, Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr"
2024-00084333,7600 block of Mowatt Ln
2024-00084494,"Commons 5, SCC 5, South Campus Commons 5 at 6903 Preinkert Dr"
2024-00084536,7500 block of Preinkert Dr
2024-00084555,"Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln"
2024-00084614,"51, Worcester, Worcester Hall at 7405 Preinkert Dr"
2024-00084846,"26, South Campus Dining Hall at 7093 Preinkert Dr"
2024-00085050,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave"
2024-00085246,"38, Lefrak, Lefrak Hall at 7251 Preinkert Dr"
2024-00085450,"Oakland, Oakland Hall at 3912 Denton Service Ln"
2024-00085483,4300 block of Hartwick Rd
2024-00085516,"Oakland, Oakland Hall at 3912 Denton Service Ln"
2024-00085576,"Pyon Chen, Pyon-Chen Hall at 8097 La Plata Dr"
2024-00085593,Manokin Building at 5801 University Research Ct
2024-00085595,"Sigma Delta Tau, Sigma Delta Tau Sorority at 4516 Knox Rd"
2024-00085640,"Elkton, Elkton Hall at 3981 Denton Service Ln"
2024-00085642,"4, Ritchie Coliseum at 7675 Baltimore Ave"
2024-00085844,"26, South Campus Dining Hall at 7093 Preinkert Dr"
2024-00085845,"63, Somerset, Somerset Hall at 7567 Preinkert Dr"
2024-00085895,"34, Jimenez, Jimenez Hall at 4125 N Library Ln"
2024-00085941,"15, Calvert, Calvert Hall at 7551 Calvert Service Ln"
2024-00085972,"Oakland, Oakland Hall at 3912 Denton Service Ln"
2024-00086027,"88, Martin Hall at 4298 Campus Dr"
2024-00086101,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave"
2024-00086108,Kenilworth Ave
2024-00086152,"62, St Marys Hall, St. Mary's, St. Mary's Hall at 3949 Campus Dr"
2024-00086343,"Prince Frederick, Prince Frederick Hall at 7030 Preinkert Dr"
2024-00086539,", Motor Pool, Severn, Severn Building, Terp Trader, Washington Post Building at 5245 Greenbelt Rd"
2024-00086542,"73, H.J. Patterson Hall, HJ Patterson Hall at 4065 Campus Dr"
2024-00086899,"26, South Campus Dining Hall at 7093 Preinkert Dr"
2024-00086985,"Elkton, Elkton Hall at 3981 Denton Service Ln"
2024-00087185,"48, Francis Scott Key, Francis Scott Key Hall, FS Key Hall, FSK at 4282 Chapel Ln"
2024-00087287,Presidential Dr
2024-00087306,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr"
2024-00087440,"Riggs, Riggs Alumni, Riggs Alumni Center at 7801 Alumni Dr"
2024-00087450,"98, Centreville, Centreville Hall at 4243 Valley Dr"
2024-00087554,8200 block of Boteler Ln
2024-00087626,7300 block of Baltimore Ave
2024-00087721,"Hornbake, Hornbake Library at 4130 Campus Dr"
2024-00087773,3800 block of Campus Dr
2024-00087937,"Elkton, Elkton Hall at 3981 Denton Service Ln"
2024-00087941,"14, Harford Hall at 7660 Regents Dr"
2024-00087949,8100 block of La Plata Dr
2024-00088048,4300 block of Hartwick Rd
2024-00088134,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr"
2024-00088179,Knox Rd
2024-00088357,4700 block of Berwyn House Rd
2024-00088631,Johnson-Whittle Hall at 4118 Stadium Dr
2024-00088712,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave"
2024-00089111,7500 block of Calvert Service Ln
2024-00089121,"26, South Campus Dining Hall at 7093 Preinkert Dr"
2024-00089139,"64, Dorchester, Dorchester Hall at 3947 Campus Dr"
2024-00089163,"4, Ritchie Coliseum at 7675 Baltimore Ave"
2024-00089178,7700 block of Baltimore Ave
2024-00089483,Baltimore Ave
2024-00090098,University Blvd
2024-00090275,", Motor Pool, Severn, Severn Building, Terp Trader, Washington Post Building at 5245 Greenbelt Rd"
2024-00090278,4100 block of Campus Dr
2024-00090521,4700 block of Berwyn House Rd
2024-00090838,"College Park Metro, Metro at 7390 River Rd"
2024-00090962,12 Fraternity Row
2024-00091338,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr"
2024-00091397,"35, McKeldin Library at 7649 Library Ln"
2024-00091527,La Plata Dr
2024-00091694,6900 block of Preinkert Dr
2024-00091849,"16, Baltimore, Baltimore Hall at 7497 Calvert Service Ln"
2024-00091863,"77, Main Admin, Main Administration Building, Thomas V. Miller Jr. Administration Building at 7901 Regents Dr"
2024-00091953,"Cole, Cole Field House, Cole Student Activities Building, Driskell Center at 4090 Union Dr"
2024-00091975,"64, Dorchester, Dorchester Hall at 3947 Campus Dr"
2024-00091977,West Gate at 3841 Stadium Dr
2024-00091983,"Commons 1, SCC 1, South Campus Commons 1 at 4250 Lehigh Rd"
2024-00092092,4000 block of Stadium Dr
2024-00092142,"Commons 6, SCC 6, South Campus Commons 6 at 6901 Preinkert Dr"
2024-00092297,Baltimore Ave
2024-00092349,"32, Montgomery, Montgomery Hall at 7570 Regents Dr"
2024-00092394,901 at 7878 Diamondback Dr
2024-00092498,"Easton, Easton Hall at 3917 Denton Service Ln"
2024-00092563,4300 block of Knox Rd
2024-00092814,"Riggs, Riggs Alumni, Riggs Alumni Center at 7801 Alumni Dr"
2024-00093007,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr"
2024-00093024,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr"
2024-00093437,"Physical Sciences Complex, PSC at 4296 Stadium Dr"
2024-00093511,8200 block of Paint Branch Dr
2024-00093617,4700 block of Norwich Rd
2024-00093801,"Capital One Field, Football Stadium, SECU Stadium"
2024-00093820,"Leonardtown #246, Leonardtown at 7575 Yale Ave"
2024-00093852,4100 block of Campus Dr
2024-00093857,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave"
2024-00093898,University Courtyard #7 at 8700 Boteler Ln
2024-00094437,4700 block of Norwich Rd
2024-00094445,4700 block of Harvard Rd
2024-00094463,"Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln"
2024-00094532,"Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln"
2024-00094551,"Herbert Rabin Technology Advancement Building, TAP at 4467 Technology Dr"
2024-00094774,7000 Woodville Rd
2024-00094814,Baltimore Ave
2024-00095088,"Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln"
2024-00095096,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056 Regents Dr"
2024-00095207,4300 block of Stadium Dr
2024-00095587,"91, Chemistry, Chemistry Building at 8051 Regents Dr"
2024-00095645,"34, Jimenez, Jimenez Hall at 4125 N Library Ln"
2024-00095646,"91, Chemistry, Chemistry Building at 8051 Regents Dr"
2024-00095649,48th Ave
2024-00095663,Health Center at 3983 Campus Dr
2024-00095683,"College Park Shopping Center, CVS at 7300 Baltimore Ave"
2024-00095872,"Club House, Golf Course Club House at 3800 Golf Course Rd"
2024-00095878,4100 block of Campus Dr
2024-00095936,"32, Montgomery, Montgomery Hall at 7570 Regents Dr"
2024-00096029,"Club House, Golf Course Club House at 3800 Golf Course Rd"
2024-00096098,"11, The Hall at 4656 Hotel Dr"
2024-00096474,University Blvd
2024-00096726,Campus Dr
2024-00096750,UMGC Inn & Conference Center at 345 Ehrensberger Dr
2024-00096766,Lot KK
2024-00096796,North Gate at 4306 Campus Dr
2024-00097095,", Motor Pool, Severn, Severn Building, Terp Trader, Washington Post Building at 5245 Greenbelt Rd"
2024-00097109,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave"
2024-00097146,Baltimore Ave
2024-00097219,"Denton, Denton Hall at 3854 Stadium Dr"
2024-00097453,"PG3, SDG, Stadium Drive Parking Garage at 4025 Stadium Dr"
2024-00097744,University Blvd
2024-00097833,3400 block of Tulane Dr
2024-00097860,"Commons 3, SCC 3, South Campus Commons 3 at 4318 Knox Rd"
2024-00097926,8200 block of Paint Branch Dr
2024-00098247,901 at 7878 Diamondback Dr
2024-00098533,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr"
2024-00098624,260 at 4301 Rowalt Dr
2024-00098744,3400 block of Tulane Dr
2024-00098745,Baltimore Ave
2024-00098999,300 block of Ehrensberger Dr
2024-00099231,University Blvd
2024-00099425,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave"
2024-00099488,Visitor Center at the Hotel at the University of Maryland at 7777 Baltimore Ave
2024-00099539,University Blvd
2024-00099896,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr"
2024-00099900,"Cole, Cole Field House, Cole Student Activities Building, Driskell Center at 4090 Union Dr"
2024-00100063,"College Park Fire Station, Company 12 at 8115 Baltimore Ave"
2024-00100110,"Architecture, Architecture Building at 3835 Campus Dr"
2024-00100145,3400 block of Tulane Dr
2024-00100177,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr"
2024-00100201,8000 block of Boteler Ln
2024-00100230,3400 block of Tulane Dr
2024-00100267,"35, McKeldin Library at 7649 Library Ln"
2024-00100291,Kim Engineering Building at 8228 Paint Branch Dr
2024-00100292,"Phi Sigma Sigma, Phi Sigma Sigma Sorority at 4531 College Ave"
2024-00100350,"37, Shoemaker, Shoemaker Building at 4281 Chapel Ln"
2024-00100453,4000 block of Campus Dr
2024-00100471,Jull Hall at 4196 Stadium Dr
2024-00100596,"79, Turner Hall, Visitor Center at 7736 Baltimore Ave"
2024-00100611,"School of Public Policy, Thurgood Marshall Hall at 7805 Regents Dr"
2024-00100612,South Gate at 7567 Regents Dr
2024-00100613,"Capital One Field, Football Stadium, SECU Stadium"
2024-00100789,Baltimore Ave
2024-00100843,"Hornbake, Hornbake Library at 4130 Campus Dr"
2024-00101019,"3, Service Building at 7757 Baltimore Ave"
2024-00101043,"37, Shoemaker, Shoemaker Building at 4281 Chapel Ln"
2024-00101197,"S Campus Surge, Susquehanna, Susquehanna Hall at 4200 Lehigh Rd"
2024-00101476,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave"
2024-00101569,Metzerott Rd
2024-00101840,Baltimore Ave
2024-00101902,"Prince Frederick, Prince Frederick Hall at 7030 Preinkert Dr"
2024-00102022,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr"
2024-00102452,North Gate at 4306 Campus Dr
2024-00102454,Health Center at 3983 Campus Dr
2024-00102471,", Motor Pool, Severn, Severn Building, Terp Trader, Washington Post Building at 5245 Greenbelt Rd"
2024-00102627,"Tawes, Tawes Hall at 7751 Alumni Dr"
2024-00102848,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr"
2024-00102995,"77, Main Admin, Main Administration Building, Thomas V. Miller Jr. Administration Building at 7901 Regents Dr"
2024-00103027,Shuttle Bus Facility at 8537 Paint Branch Dr
2024-00103047,Lot JJ3
2024-00103049,3900 block of Campus Dr
2024-00103455,"Club House, Golf Course Club House at 3800 Golf Course Rd"
2024-00103458,"Applied Research Lab for Intelligence and Security, ARLIS, CASL, Center for the Advanced Study of Language at 7005 52nd Ave"
2024-00103496,Adidas Stripe 3 at 7415 Baltimore Ave
2024-00103498,5200 block of Greenbelt Rd
2024-00103520,"Commons 3, SCC 3, South Campus Commons 3 at 4318 Knox Rd"
2024-00103693,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056 Regents Dr"
2024-00103774,1 Liberty Dam Rd
2024-00103854,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056 Regents Dr"
2024-00104326,"43, Taliaferro, Taliaferro Hall at 4280 Chapel Ln"
2024-00105048,Greenbelt Rd
2024-00105079,8800 block of Baltimore Ave
2024-00105267,UMGC Inn & Conference Center at 345 Ehrensberger Dr
2024-00105294,4300 block of Rowalt Dr
2024-00105365,Frat Row
2024-00106173,8300 block of Baltimore Ave
2024-00106185,4600 block of College Ave
2024-00106236,Campus Dr
2024-00106247,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr"
2024-00106551,"Commons 1, SCC 1, South Campus Commons 1 at 4250 Lehigh Rd"
2024-00106552,"Applied Research Lab for Intelligence and Security, ARLIS, CASL, Center for the Advanced Study of Language at 7005 52nd Ave"
2024-00106939,"Cole, Cole Field House, Cole Student Activities Building, Driskell Center at 4090 Union Dr"
